Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/16/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Costa Rica,CRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5026.159669,5176.706087,5633.292128,6019.015941,6264.610956,6498.768762,6546.785373,6865.120406,7273.021984,7527.6479,7838.439917,8142.672035,8414.657749,8805.394974,9305.991884,9836.96227,10727.20328,11760.06552,12392.28568,12219.94049,12863.84951,13545.93177,14321.51837,15005.91936,16067.33077,17090.79658,19075.00447,20347.03477,21022.76519,21833.96661,21143.34282
Caribbean small states,CSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6145.532558,6437.493218,6732.30575,7056.094021,7346.761659,7651.870068,8001.930459,8398.325536,8564.753957,9034.525386,9508.200346,9863.5747,10332.63569,11121.50846,11829.29557,12551.60184,13782.88842,14557.21335,14971.50062,14472.94172,14763.34299,15147.38066,15109.94501,15344.06986,15471.36171,15224.08854,15154.50324,15737.80411,16337.57326,16651.25782,15620.72991
Cuba,CUB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22701.96044,23897.75198,24342.34454,24358.34994,24637.58086,24932.89034,25445.7018,26251.05178,27005.29252,26890.91975,26884.27092,27224.40097,26175.4939,25921.15841,25379.2977,25090.20812,24808.40367,25475.48966,25656.45853,25530.20687,21405.85052
Cayman Islands,CYM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71406.65534,73399.68828,72406.34316,65886.32978,63298.17765,64014.74197,62795.90268,62440.00722,63067.41992,64233.53398,66639.55106,69753.08972,73507.56952,76747.66631,71567.38081
Cyprus,CYP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13316.12842,13513.86842,14724.10383,14816.32275,15697.49042,17054.83567,17276.94732,17774.43484,18757.97741,19662.70003,21297.77084,22871.7204,23556.31853,24254.79598,25923.23348,27763.22638,29975.32419,32841.71943,34830.12174,33909.73388,33449.08639,33313.47006,31834.72011,30375.11892,30080.30001,31815.13974,35719.06637,38050.85774,40476.38627,41514.51051,38458.19126
Czech Republic,CZE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12772.94664,11699.20644,11893.04341,12169.70316,12786.56648,13825.94573,14653.62038,14819.49464,14977.116,15396.31178,16242.54319,17628.67715,18252.57277,19517.93567,20914.73323,22095.38785,23891.70474,26250.47641,27974.48713,27781.94467,27903.25872,29001.36804,29254.73127,30818.10816,32502.47535,33899.28657,36097.70526,38824.88792,41134.08988,43316.32744,42049.18595
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19415.9836,20944.79846,21668.67876,21821.47242,22741.49691,23507.69054,24019.34354,24564.12907,25344.04412,26291.21108,27210.87226,28380.81155,29178.63747,29877.32637,31307.86159,31794.09601,34114.62124,36243.46043,37802.38743,36842.9162,38982.4263,42541.53109,43359.61483,44993.89275,47011.55109,47609.781,50579.68393,53071.45557,55142.31878,56284.98052,54263.64961
Djibouti,DJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4103.941204,4289.03425,4574.449852,4692.550689,4885.205039,5339.261075,5768.83109,5779.60987
Dominica,DMA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296.100754,4504.122221,4688.997881,4885.058994,4975.218801,5229.008459,5503.353312,5751.847246,6071.292796,6212.180367,6516.29143,6652.963937,6551.185172,7070.25844,7451.808001,7713.174109,8300.628768,9054.993748,9884.011548,9840.238878,10017.76187,10199.12424,9946.830265,10145.91938,10909.37663,11141.2011,11949.53406,11304.04333,11804.34586,12892.0211,10849.18676
Denmark,DNK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18199.66428,19027.90173,19776.88817,20180.27697,21637.092,22641.34197,23682.99479,24919.71778,25813.01309,26653.8239,28670.59,29450.04298,30640.34562,30788.62457,32911.40153,34150.15946,37284.45475,38958.85953,41278.32683,40361.09639,43035.89206,44403.38484,44803.96824,46726.85414,47901.44736,49045.33919,51976.00571,55356.68078,57456.61183,59896.5675,60551.64017
Dominican Republic,DOM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666.042814,3753.752236,4190.602465,4521.562482,4653.574526,4934.244456,5235.544073,5708.188064,6062.521346,6414.73935,6760.128879,6973.542805,7295.057368,7226.721281,7506.733761,8356.008402,9274.89755,10098.69897,10491.61515,10539.39892,11410.35346,11869.12309,11900.48501,12482.16212,13475.01117,14740.82687,16109.86367,16735.36442,18137.0524,19191.58039,17928.97707
Algeria,DZA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6912.087141,6888.50995,7005.700763,6866.889117,6807.951662,7078.35118,7373.074997,7465.899584,7816.772149,8068.296688,8446.587741,8775.117907,9293.837143,10019.35789,10591.03819,11405.64252,11776.0404,12311.03843,12643.15148,12722.37869,13095.44918,13500.04479,13303.32752,13056.80259,13003.26686,12015.64053,11624.34078,11737.40124,11909.92982,12009.24821,11320.01882
East Asia & Pacific (excluding high income),EAP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443.537388,1583.305204,1759.910922,1963.045613,2181.685462,2409.793293,2636.905998,2830.046421,2851.280061,3028.347899,3289.871191,3546.519306,3843.768057,4212.083858,4663.806943,5219.433715,5890.810957,6709.852058,7348.363165,7895.619182,8691.036851,9533.424554,10325.95704,10908.6729,11407.76677,11728.38391,12238.56234,12903.42432,13964.98408,14935.62183,15169.48006
Early-demographic dividend,EAR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2921.949373,3097.372909,3232.038265,3322.356009,3425.531847,3549.31401,3743.990382,3899.293578,3859.722663,3936.392225,4137.565613,4231.905398,4308.894632,4550.421267,4905.265864,5279.322419,5711.859008,6132.251827,6420.568094,6520.093711,6926.498213,7330.933035,7700.310023,7940.175207,8159.936874,8257.493875,8544.077412,8963.459458,9399.497851,9672.803865,9248.235143
East Asia & Pacific,EAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210.616739,3456.895002,3679.703082,3919.960126,4230.329664,4545.871034,4867.45913,5122.094553,5117.38249,5354.912435,5757.131528,6056.823255,6429.959249,6847.697001,7429.52044,8082.79919,8868.651569,9801.533231,10426.94881,10817.80171,11742.09459,12629.7136,13458.67391,14149.02457,14655.19529,15069.69344,15562.63332,16277.5928,17369.10322,18315.56415,18446.88102
Europe & Central Asia (excluding high income),ECA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6980.948671,6793.686548,6263.349172,6051.36648,5499.63455,5527.302479,5614.191135,5847.970066,5377.140936,5551.584592,6203.852638,6570.976338,7046.013157,7770.142754,8707.330927,9777.93808,11683.58182,13039.60619,14967.54983,14462.0742,15440.31772,16995.57825,18003.26857,19379.66148,19755.77031,19364.41105,19866.72766,21128.36282,22509.56176,22989.76926,22664.67535
Europe & Central Asia,ECS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11844.96403,12136.61737,12171.17193,12252.48365,12452.637,12930.00423,13376.34848,13974.21935,14262.91009,14814.16123,15959.45125,16763.08663,17562.65243,18224.27597,19350.88318,20397.44988,22562.60803,24181.26642,25854.04262,25145.96483,26205.3958,27743.13343,28506.4698,29814.37662,30540.73527,30967.68511,32401.30445,34073.93787,35761.04006,36972.37208,35606.4893
Ecuador,ECU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4826.855616,5084.195895,5189.270836,5295.856607,5515.226656,5633.460893,5712.300546,5940.066151,6077.54063,5758.075906,5838.902525,6094.35183,6332.185874,6513.299404,7117.170668,7598.950642,8037.886137,8294.643149,8845.553891,8818.679523,9090.31005,9857.520523,10311.4046,11153.68521,11713.17591,11060.28627,11034.26918,11617.91222,11839.34324,11851.46541,10891.71474
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3711.12162,3792.638593,3966.762142,4093.87856,4260.963461,4461.845397,4675.133161,4920.254438,5149.259026,5431.885831,5794.125257,6015.095736,6139.678989,6334.571279,6648.429019,7033.918922,7606.755734,8219.482749,8820.716506,9131.499098,9522.509163,9686.046264,11092.74326,11221.38039,10895.94317,11512.40214,11192.37301,11014.48648,11639.23909,12260.72054,12602.30927
Euro area,EMU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16962.30275,17929.09058,18510.1709,18741.719,19553.90485,20399.04639,21024.02486,21906.78922,22958.72401,23838.26987,25325.41644,26505.82644,27533.73703,27955.37639,29055.477,30078.36803,32492.14844,34378.40949,35715.11254,34818.93412,35801.04129,37425.37155,37799.03945,38986.07231,39949.71252,41038.03333,43533.23576,45609.50867,47565.66304,49463.32587,47061.66387
Eritrea,ERI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.4458312,952.7712619,1190.364561,1258.122154,1404.723656,1543.820332,1580.770815,1581.608299,1528.583659,1639.998347,1642.459892,1553.45552,1547.722454,1575.142285,1556.660155,1578.902665,1420.73827,1459.830084,1485.197496,1625.507673,,,,,,,,,
Spain,ESP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13652.55034,14436.8003,14830.20639,14947.27291,15556.03374,16248.29926,16938.03115,17906.51817,19095.84982,19954.29022,21593.649,22959.09947,24371.59885,25020.30821,26121.97457,27606.93405,30679.12202,32430.12246,33263.2724,32116.00447,31706.8774,31867.97324,31720.12,32434.0032,33525.74063,34903.12748,37286.21343,39528.92539,40686.98547,42172.13171,38343.15522
Estonia,EST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6464.074926,6874.759965,7976.611688,8450.247677,8412.066776,9425.391866,10318.72428,11663.2715,13119.02344,14524.28427,16634.89274,19319.42149,22168.25055,22802.34218,20492.95108,21635.9742,24557.23615,25996.04678,27464.51868,28945.46533,29175.92593,31312.7523,33821.93291,36158.81965,38294.47736,37925.1168
Ethiopia,ETH,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.7590266,384.3586771,346.3626568,387.0826116,394.0206714,412.9612955,458.0390599,466.4710795,442.219479,458.3055937,482.8843857,519.2716699,520.3392868,503.9724698,571.4036616,640.6581436,711.5870396,792.3536127,870.7152669,928.6255634,1028.323759,1134.784509,1213.595972,1283.570449,1513.703236,1657.344704,1878.812682,2021.562908,2154.020877,2315.34773,2421.909863
European Union,EUU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14784.62329,15459.97796,15928.5141,16169.53515,16913.95632,17715.90344,18305.69551,19061.95815,19967.49854,20745.13046,22083.3103,23177.73104,24186.88193,24681.53561,25843.01742,26815.14642,29087.00735,30995.36273,32492.65171,31839.82598,32890.77135,34467.26549,34936.49391,36090.22651,37077.01949,38222.8017,40580.31663,42676.62943,44654.17225,46659.07535,44765.76953
Fragile and conflict affected situations,FCS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821.224703,1904.240065,1959.475732,1980.56012,1960.292016,1998.042681,2069.662098,2188.022222,2303.588308,2342.572545,2482.556725,2573.58076,2581.097879,2483.58232,2837.439398,3066.105762,3312.476116,3551.567348,3747.113928,3823.731987,3987.949067,3965.728394,4208.269798,4351.469188,4414.697711,4176.943415,4167.137083,4318.356284,4454.264268,4572.09936,4320.305399
Finland,FIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18102.29572,17516.93988,17228.77333,17435.65368,18434.08702,19539.53346,20038.48081,21786.9099,23575.99493,24767.28067,26796.36034,27807.70811,28605.12232,29021.56705,31175.88347,32051.794,34409.02749,37792.41438,40083.69727,38000.24563,38986.21596,40916.83858,40873.09533,41493.14165,41757.40219,42497.70498,44934.44821,47570.13358,49706.59709,51521.33482,50810.52741
Fiji,FJI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4198.185639,4183.793211,4484.839834,4623.774661,4894.349369,5057.033162,5335.153778,5255.160725,5333.526741,5841.729973,5836.703232,6062.254498,6344.806598,6520.695382,7035.749517,7272.41971,7573.563005,7634.168818,7777.738694,7653.44494,7914.100926,8263.045462,8839.515862,9536.326349,11346.94579,12412.35069,12631.9122,13429.30062,14178.5634,14262.99954,12074.34523
France,FRA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17608.91323,18293.55433,18915.41635,19158.6422,19954.80212,20727.42491,21306.25239,22235.97985,23358.50134,24307.50281,26101.9689,27501.93372,28523.88619,28143.64081,29036.38666,30498.57688,32425.12388,34079.93127,35095.26568,34703.59842,35930.3144,37440.63347,37679.11891,39523.85515,40144.02683,40849.99738,42924.61363,44577.06457,46620.68448,49619.90971,46712.01011
Faroe Islands,FRO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769.62994,1916.1121,1985.914077,2145.269489,2135.608274,2300.676516,2251.993567,2150.114419,2241.811661,2314.78468,2489.3349,2604.778237,2664.007764,2759.362709,2753.530421,2910.624802,3017.914444,3069.227308,3079.901602,3154.914681,3265.534002,3422.355846,3388.224357,3276.424261,3213.907135,3349.524806,3373.957156,3490.130487,3544.00482,3612.097672,3551.992816
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12387.65254,13223.21727,12756.43441,13215.68674,13635.13993,14240.38284,14648.83535,15374.26303,15692.99709,14146.94158,13852.35029,14117.69894,13968.82257,14199.3112,14315.10905,14755.37041,14366.18749,15187.92082,14517.84764,14177.17353,14837.01701,15638.74717,15356.23542,15114.37751,15370.96799,14699.53605,14286.1897,15006.84404,15097.69165,15577.91876,15100.74097
United Kingdom,GBR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16991.5821,17318.79117,17736.48964,18564.2215,19639.80445,20578.42707,21920.97092,23041.58182,23682.56176,24463.49633,26483.69509,27819.1831,29062.12387,30323.99538,32031.82472,32747.35401,34798.97576,35652.01775,36863.58476,35238.37505,36604.52562,37379.29097,38514.02617,40218.74726,41580.60249,42912.87509,44635.29956,46372.3866,47863.2227,49333.71247,45852.68889
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5727.256666,4638.872304,2594.098452,1863.125857,1731.459299,1883.179623,2211.257563,2568.64333,2745.296805,2924.391455,3104.515669,3377.051127,3650.857226,4157.879402,4545.293122,5169.062425,5860.358391,6810.190846,7132.205273,6986.004551,7564.06307,8360.297207,9826.052753,10611.77412,11575.54721,12089.16941,12858.4834,13589.70739,14595.63064,15623.15296,14761.47707
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1236.573963,1307.495979,1349.592438,1407.810808,1444.524059,1494.638885,1551.170161,1604.150122,1656.988102,1712.408522,1771.536555,1837.249337,1903.146739,1989.766216,2104.810525,2241.286612,2394.929848,2500.804218,2711.875351,2792.967834,2973.833422,3379.484599,3781.865529,5294.820028,5568.235957,5206.028871,4992.730339,5115.90675,5442.872147,5774.333813,5742.293195
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.3253071,909.8405112,935.1001039,979.1424087,1012.744317,1053.574963,1091.579331,1138.426916,1163.031749,1195.303176,1224.340936,1269.796115,1329.799399,1345.239122,1386.439596,1442.757648,1472.130323,1578.982725,1638.249241,1595.240561,1653.719436,1743.949109,1795.447808,1811.332518,1804.543283,1819.362343,2078.641003,2417.803795,2559.724766,2675.593695,2816.273247
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1556.062015,1596.716008,1631.091932,1665.919579,1652.168961,1649.882835,1665.053452,1723.922599,1749.543954,1830.733473,1913.77573,2004.737845,1908.258107,2011.810755,2142.758164,2091.546094,2078.642292,2134.518965,2244.496609,2341.679449,2434.887175,2215.757104,2199.77775,2121.489633,2027.036356,2066.859359,2068.747801,2072.646833,2209.892593,2319.001141,2274.20905
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012.017778,1075.065542,1086.78648,1110.797735,1145.652518,1195.902167,1332.165615,1416.493364,1010.412408,1015.489912,1072.509819,1096.477048,1078.803854,1080.24771,1113.757473,1169.453041,1203.450946,1245.397791,1278.246751,1298.201267,1338.981048,1439.283435,1355.313564,1364.38361,1378.23754,1597.204254,1746.752746,1925.237737,1947.59676,2021.301943,1948.076635
Equatorial Guinea,GNQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.5148872,647.611391,863.7277343,949.1445358,1092.140994,1263.426588,2063.896731,5049.636773,6071.115521,7429.805266,8617.735067,13808.02319,16076.18189,17891.31945,24283.69501,27963.36362,29646.28639,33506.44766,38407.9243,37447.92322,32965.86466,34279.977,37570.6354,34766.04388,33696.21649,24042.35307,20458.7786,22550.95816,20875.47821,19285.03625,17933.83998
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13279.47266,13985.25195,14294.49251,14314.57745,14838.17248,15395.31134,16110.2042,17149.94666,18033.07233,18464.73208,19524.68022,20963.84272,22615.93561,23871.96999,25439.35443,25577.52411,28510.94254,29284.67396,30856.01184,30381.49031,27934.40823,25671.51609,24911.11963,25986.65032,26625.06181,26760.3633,27511.80102,28604.86094,29652.93088,30841.70285,28377.39427
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4726.237256,4946.884517,4980.464368,4944.047996,5077.715003,5244.905709,5538.384652,5887.290092,6623.566267,7154.241881,7641.249426,7620.798346,7976.993849,8862.709776,9012.662648,10495.82836,10353.72049,11256.60551,11554.19864,10838.42919,10863.481,11116.74789,11163.81531,11887.35788,13042.05562,14151.90107,15025.68384,16217.49985,17231.51223,17580.90071,15277.56024
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3321.509217,3464.999793,3619.183849,3753.500815,3890.189591,4067.303342,4163.041305,4319.347837,4479.025096,4608.002751,4763.660421,4863.446677,5013.51162,5124.388733,5313.306786,5541.980335,5894.584353,6310.611546,6518.3884,6476.425686,6618.190532,6910.876502,7204.732938,7446.588009,7758.49317,8194.440681,8221.746427,8322.21681,8665.347261,9019.256062,8850.373033
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3052.633027,3341.779304,3662.829492,4026.364826,4435.262276,4741.096414,5215.393923,5657.779831,5656.71192,5940.576742,6014.278431,6299.055744,6474.788329,6550.231304,6826.286688,6897.719653,7469.200505,8219.836737,8510.448409,8896.994904,9319.392419,9987.421428,10479.77808,11023.22968,10951.79324,11198.30115,11296.76997,12005.4051,12777.16499,13635.42613,19697.24379
High income,HIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18352.54991,19173.26986,19949.29255,20541.32676,21568.75532,22485.92614,23484.06176,24547.8194,25374.88252,26402.51924,28075.62343,28989.27844,29923.72874,30937.69432,32661.78986,34262.1851,36465.06877,38241.45838,39207.54671,38185.15593,39613.32285,41246.06629,42370.8949,43743.65347,44892.75181,45679.56274,46989.77296,48880.14294,50938.7314,52560.36667,50766.789
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18258.58804,19787.58909,21320.62722,22784.67866,24126.39772,24722.59409,25107.79221,26637.384,25141.8151,25895.61937,28253.19365,28821.6594,29631.06581,31165.22226,34518.3796,38056.70332,41697.08002,45195.04057,46773.90487,45872.58637,49185.22787,52277.46644,52234.59232,53691.83748,54781.64716,56408.93627,57221.41376,59849.24818,62529.05749,62106.10088,59212.0506
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050.824703,1992.19531,2101.151453,2227.090989,2215.979831,2335.127689,2354.001869,2435.426682,2479.607023,2427.920639,2591.33182,2648.811862,2720.273677,2824.606613,3006.695955,3210.348586,3443.770859,3671.331944,3816.835248,3674.230955,3778.461924,3928.268538,4032.580856,4142.238456,4452.587991,4823.395396,5147.245133,5561.994542,5816.747324,5978.764399,5418.215811
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.422723,1101.841888,1090.447267,1096.194703,1087.957965,1134.776342,1183.212034,1230.260349,1253.52095,1277.902812,1309.340797,1354.649869,1381.955634,1425.237968,1503.109828,1592.639413,1690.633927,1782.990535,1867.116878,1897.775766,1981.464017,2048.294883,2036.148922,2171.590113,2310.774772,2356.383428,2447.713221,2527.344424,2623.204515,2709.728331,2674.646459
Croatia,HRV,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8060.558241,8808.207638,9555.173515,9909.998767,9960.333221,10688.25167,11660.64278,12769.7311,13668.11052,14663.03154,15436.66663,17572.23484,19469.62383,20921.46207,20164.30616,19982.49674,21014.65532,21397.64485,22081.12341,22325.0972,23301.19956,25210.8841,27154.08615,28960.38457,30989.58099,29133.98948
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2145.615445,2215.596499,2104.460245,1998.883596,1764.09825,1943.014778,2023.213163,2077.321862,2108.735253,2159.023369,2188.419214,2191.213806,2211.94274,2293.208101,2286.158305,2390.630633,2466.441051,2609.851841,2688.516447,2824.23567,2654.687495,2805.727295,2762.440275,2952.303877,2965.479033,2898.624661,3084.033834,3153.299389,3241.303269,3203.300039,3094.041454
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8305.188671,8237.393882,8393.546545,8837.522064,9169.985105,9329.287542,9821.418236,10397.68136,10873.24786,11858.33445,13213.63563,14526.38826,15465.36538,16258.52228,17112.20217,18364.8132,19076.6706,20727.88997,20745.04366,21768.44466,23038.80802,23275.23186,24556.71535,25699.7505,26806.59525,27947.63769,29501.12042,31862.88251,33961.56561,33253.88003
IBRD only,IBD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2927.319288,3035.84766,3122.483293,3247.167373,3375.294545,3546.79391,3756.465143,3960.579109,3994.191836,4153.937559,4446.737202,4660.676004,4891.399334,5218.962761,5721.534321,6264.824391,6991.367711,7733.288611,8349.925283,8599.06788,9279.373141,9990.449865,10598.07735,11089.58291,11406.30468,11494.28875,11903.91912,12516.01654,13320.62149,13932.6745,13673.69484
